_id,name,city_id,city,restaurant_type,food_type,cuisine[0],cuisine[1],image,rating,deliveryTime,isActive,address,location.type,location.coordinates[0],location.coordinates[1],openingHours.Monday,openingHours.Tuesday,openingHours.Wednesday,openingHours.Thursday,openingHours.Friday,openingHours.Saturday,openingHours.Sunday,priceRange,isOpen,__v
6824f7b01b886185f9bc92a7,Food Court,6824f3333713dab9dbe55220,Chennai,HIGH,Veg,Biryani,North Indian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.5,35 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a8,Hungry Birds,6824f3333713dab9dbe55220,Chennai,HIGH,Non Veg,Rajasthani,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPdg8ewaI81KS2VflCoIzAf0Rh-GqMguwDFA&s,4.4,32 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a9,Siri Fast Foods,6824f3333713dab9dbe55220,Chennai,HIGH,Non Veg,Gujarati,Snacks,"https://source.unsplash.com/800x600/?gujarati-food,restaurant",4.2,25 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92aa,Spice Hub,6824f3333713dab9dbe55221,Vijayawada,HIGH,Non Veg,South Indian,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVBJkXS-meeWA94pJm2_C8cIWEoNuEKWGPng&s,4.5,30 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92ab,Coastal Flavours,6824f3333713dab9dbe55221,Vijayawada,HIGH,Non Veg,Seafood,Andhra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlkHOELaYt-udzwGOdp2s2W7XbJIbvJbBr9Q&s,4.3,25 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92ac,Guntur Tiffins,6824f3333713dab9dbe55221,Vijayawada,HIGH,Veg,Breakfast,South Indian,https://content.jdmagicbox.com/comp/visakhapatnam/i1/0891px891.x891.230329055754.r9i1/catalogue/vrs-guntur-tiffins-visakhapatnam-tiffin-services-4rymm315d3.jpg,4.2,20 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92ad,KFC,6824f3333713dab9dbe55221,Vijayawada,HIGH,Veg,Fast Food,Chicken,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.6,25 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92ae,Domino's Pizza,6824f3333713dab9dbe55221,Vijayawada,HIGH,Veg,Pizza,Italian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.4,30 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92af,Burger King,6824f3333713dab9dbe55221,Vijayawada,HIGH,Veg,Fast Food,Burgers,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.3,22 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92b0,Punjabi Zaika,6824f3333713dab9dbe55221,Vijayawada,HIGH,Non Veg,Punjabi,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3aedymBQX4RJ6FcXj2HjHSwnr5gRS_wewfg&s,4.6,35 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92b1,Tandoori Tales,6824f3333713dab9dbe55221,Vijayawada,HIGH,Non Veg,Tandoori,Mughlai,https://encrypted-tbn0.gstatic.com/images?q=tbn:https://b.zmtcdn.com/data/pictures/chains/1/18726111/4dcd3a5664ac6d1dacb0b88567182002.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A&s,4.4,30 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92b2,Bombay Chaat House,6824f3333713dab9dbe55221,Vijayawada,HIGH,Veg,Street Food,Chaat,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.1,20 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92b3,Food Court,6824f3333713dab9dbe55221,Vijayawada,HIGH,Veg,Biryani,North Indian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.5,35 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92b4,Hungry Birds,6824f3333713dab9dbe55221,Vijayawada,HIGH,Non Veg,Rajasthani,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPdg8ewaI81KS2VflCoIzAf0Rh-GqMguwDFA&s,4.4,32 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92b5,Siri Fast Foods,6824f3333713dab9dbe55221,Vijayawada,HIGH,Non Veg,Gujarati,Snacks,"https://source.unsplash.com/800x600/?gujarati-food,restaurant",4.2,25 mins,TRUE,"MG Road, Vijayawada, Andhra Pradesh",Point,80.648,16.5062,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 5000,TRUE,0
6824f7b01b886185f9bc92b6,Spice Hub,6824f3333713dab9dbe55222,Bangalore,HIGH,Non Veg,South Indian,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVBJkXS-meeWA94pJm2_C8cIWEoNuEKWGPng&s,4.5,30 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92b7,Coastal Flavours,6824f3333713dab9dbe55222,Bangalore,HIGH,Non Veg,Seafood,Andhra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlkHOELaYt-udzwGOdp2s2W7XbJIbvJbBr9Q&s,4.3,25 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92b8,Guntur Tiffins,6824f3333713dab9dbe55222,Bangalore,HIGH,Veg,Breakfast,South Indian,https://content.jdmagicbox.com/comp/visakhapatnam/i1/0891px891.x891.230329055754.r9i1/catalogue/vrs-guntur-tiffins-visakhapatnam-tiffin-services-4rymm315d3.jpg,4.2,20 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92b9,KFC,6824f3333713dab9dbe55222,Bangalore,HIGH,Veg,Fast Food,Chicken,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.6,25 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92ba,Domino's Pizza,6824f3333713dab9dbe55222,Bangalore,HIGH,Veg,Pizza,Italian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.4,30 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92bb,Burger King,6824f3333713dab9dbe55222,Bangalore,HIGH,Veg,Fast Food,Burgers,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.3,22 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92bc,Punjabi Zaika,6824f3333713dab9dbe55222,Bangalore,HIGH,Non Veg,Punjabi,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3aedymBQX4RJ6FcXj2HjHSwnr5gRS_wewfg&s,4.6,35 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92bd,Tandoori Tales,6824f3333713dab9dbe55222,Bangalore,HIGH,Non Veg,Tandoori,Mughlai,https://encrypted-tbn0.gstatic.com/images?q=tbn:https://b.zmtcdn.com/data/pictures/chains/1/18726111/4dcd3a5664ac6d1dacb0b88567182002.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A&s,4.4,30 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92be,Bombay Chaat House,6824f3333713dab9dbe55222,Bangalore,HIGH,Veg,Street Food,Chaat,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.1,20 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92bf,Food Court,6824f3333713dab9dbe55222,Bangalore,HIGH,Veg,Biryani,North Indian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.5,35 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92c0,Hungry Birds,6824f3333713dab9dbe55222,Bangalore,HIGH,Non Veg,Rajasthani,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPdg8ewaI81KS2VflCoIzAf0Rh-GqMguwDFA&s,4.4,32 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92c1,Siri Fast Foods,6824f3333713dab9dbe55222,Bangalore,HIGH,Non Veg,Gujarati,Snacks,"https://source.unsplash.com/800x600/?gujarati-food,restaurant",4.2,25 mins,TRUE,"Indiranagar, Bangalore, Karnataka",Point,77.5946,12.9716,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 20000,TRUE,0
6824f7b01b886185f9bc92c2,Spice Hub,6824f3333713dab9dbe55223,Delhi,HIGH,Non Veg,South Indian,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVBJkXS-meeWA94pJm2_C8cIWEoNuEKWGPng&s,4.5,30 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92c3,Coastal Flavours,6824f3333713dab9dbe55223,Delhi,HIGH,Non Veg,Seafood,Andhra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlkHOELaYt-udzwGOdp2s2W7XbJIbvJbBr9Q&s,4.3,25 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92c4,Guntur Tiffins,6824f3333713dab9dbe55223,Delhi,HIGH,Veg,Breakfast,South Indian,https://content.jdmagicbox.com/comp/visakhapatnam/i1/0891px891.x891.230329055754.r9i1/catalogue/vrs-guntur-tiffins-visakhapatnam-tiffin-services-4rymm315d3.jpg,4.2,20 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92c5,KFC,6824f3333713dab9dbe55223,Delhi,HIGH,Veg,Fast Food,Chicken,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.6,25 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92c6,Domino's Pizza,6824f3333713dab9dbe55223,Delhi,HIGH,Veg,Pizza,Italian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.4,30 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92c7,Burger King,6824f3333713dab9dbe55223,Delhi,HIGH,Veg,Fast Food,Burgers,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.3,22 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92c8,Punjabi Zaika,6824f3333713dab9dbe55223,Delhi,HIGH,Non Veg,Punjabi,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3aedymBQX4RJ6FcXj2HjHSwnr5gRS_wewfg&s,4.6,35 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92c9,Tandoori Tales,6824f3333713dab9dbe55223,Delhi,HIGH,Non Veg,Tandoori,Mughlai,https://encrypted-tbn0.gstatic.com/images?q=tbn:https://b.zmtcdn.com/data/pictures/chains/1/18726111/4dcd3a5664ac6d1dacb0b88567182002.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A&s,4.4,30 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92ca,Bombay Chaat House,6824f3333713dab9dbe55223,Delhi,HIGH,Veg,Street Food,Chaat,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.1,20 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92cb,Food Court,6824f3333713dab9dbe55223,Delhi,HIGH,Veg,Biryani,North Indian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.5,35 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92cc,Hungry Birds,6824f3333713dab9dbe55223,Delhi,HIGH,Non Veg,Rajasthani,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPdg8ewaI81KS2VflCoIzAf0Rh-GqMguwDFA&s,4.4,32 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92cd,Siri Fast Foods,6824f3333713dab9dbe55223,Delhi,HIGH,Non Veg,Gujarati,Snacks,"https://source.unsplash.com/800x600/?gujarati-food,restaurant",4.2,25 mins,TRUE,"Connaught Place, New Delhi, Delhi",Point,77.1025,28.7041,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 25000,TRUE,0
6824f7b01b886185f9bc92ce,Spice Hub,6824f3333713dab9dbe55224,Lucknow,HIGH,Non Veg,South Indian,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVBJkXS-meeWA94pJm2_C8cIWEoNuEKWGPng&s,4.5,30 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc92cf,Coastal Flavours,6824f3333713dab9dbe55224,Lucknow,HIGH,Non Veg,Seafood,Andhra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlkHOELaYt-udzwGOdp2s2W7XbJIbvJbBr9Q&s,4.3,25 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc92d0,Guntur Tiffins,6824f3333713dab9dbe55224,Lucknow,HIGH,Veg,Breakfast,South Indian,https://content.jdmagicbox.com/comp/visakhapatnam/i1/0891px891.x891.230329055754.r9i1/catalogue/vrs-guntur-tiffins-visakhapatnam-tiffin-services-4rymm315d3.jpg,4.2,20 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc92d1,KFC,6824f3333713dab9dbe55224,Lucknow,HIGH,Veg,Fast Food,Chicken,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.6,25 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc92d2,Domino's Pizza,6824f3333713dab9dbe55224,Lucknow,HIGH,Veg,Pizza,Italian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.4,30 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc92d3,Burger King,6824f3333713dab9dbe55224,Lucknow,HIGH,Veg,Fast Food,Burgers,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.3,22 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc92d4,Punjabi Zaika,6824f3333713dab9dbe55224,Lucknow,HIGH,Non Veg,Punjabi,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3aedymBQX4RJ6FcXj2HjHSwnr5gRS_wewfg&s,4.6,35 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc92d5,Tandoori Tales,6824f3333713dab9dbe55224,Lucknow,HIGH,Non Veg,Tandoori,Mughlai,https://encrypted-tbn0.gstatic.com/images?q=tbn:https://b.zmtcdn.com/data/pictures/chains/1/18726111/4dcd3a5664ac6d1dacb0b88567182002.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A&s,4.4,30 mins,TRUE,"Hazratganj, Lucknow, Uttar Pradesh",Point,80.9462,26.8467,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 3000,TRUE,0
